ß,性別,年齢,発言回数,iQOS歴,LINE登録,LINE歴,ユーザーからの入力,判定,投稿日付,時間24H,確信度,リカバリ,カテゴリ,FSS,Intents番号,Watson回答,回答日時
516100283,M,21,3,1,2018/7/5 22:41,1,IQOSが固くて吸えません,対応不要会話,2018/7/6 0:54,0,,,Product,0,3,IQOSの使い方、ですね？使い方はとっても簡単です。▼使い方1. IQOSホルダーを取り出し、たばこスティックを挿入（ここ大切）たばこスティックはねじらず、まっすぐ挿しましょう。使用方法を誤るとホルダーの加熱ブレードが破損する恐れがあります。2. IQOSホルダーのボタンを長押し。後は、加熱して味わいを楽むだけ※最長で6分、または14回吸い込むまで利用できます。3.味わいを楽しんだらたばこスティックを取り出す（ここ大切）たばこスティックを取り出すには、キャップをスライドしてから、絶対にねじらずまっすぐに引き出してくださいね。使用方法を謝ると加熱ブレードが破損する原因となります。IQOSホルダーをチャージャーに戻して充電しましょう4分程度で充電完了2.4Plusでも2.4のホルダーの充電ができます。正しい使い方で、満足感のある味わいを維持してください,2018/7/6 0:54
4246425,F,32,2,38,2017/7/10 21:50,6,IQOSカスタマーセンターから、IQOSのスティックが届きました。,対応不要会話,2018/7/8 21:08,21,,,Product,0,3,IQOSの使い方、ですね？使い方はとっても簡単です。▼使い方1. IQOSホルダーを取り出し、たばこスティックを挿入（ここ大切）たばこスティックはねじらず、まっすぐ挿しましょう。使用方法を誤るとホルダーの加熱ブレードが破損する恐れがあります。2. IQOSホルダーのボタンを長押し。後は、加熱して味わいを楽むだけ※最長で6分、または14回吸い込むまで利用できます。3.味わいを楽しんだらたばこスティックを取り出す（ここ大切）たばこスティックを取り出すには、キャップをスライドしてから、絶対にねじらずまっすぐに引き出してくださいね。使用方法を謝ると加熱ブレードが破損する原因となります。IQOSホルダーをチャージャーに戻して充電しましょう4分程度で充電完了2.4Plusでも2.4のホルダーの充電ができます。正しい使い方で、満足感のある味わいを維持してください,2018/7/8 21:08
514713600,M,47,26,7,2017/12/16 0:35,6,4本に1本くらいの割合でちゃんと吸えへんのあるけどなんなん？10割で吸えるスティック作れや。ちゃんと品質管理してんの？10割でなによりの作られへんのやったら安くしなさい。検討しなさい。,対応不要会話,2018/7/8 22:09,22,,,Product,0,3,IQOSの使い方、ですね？使い方はとっても簡単です。▼使い方1. IQOSホルダーを取り出し、たばこスティックを挿入（ここ大切）たばこスティックはねじらず、まっすぐ挿しましょう。使用方法を誤るとホルダーの加熱ブレードが破損する恐れがあります。2. IQOSホルダーのボタンを長押し。後は、加熱して味わいを楽むだけ※最長で6分、または14回吸い込むまで利用できます。3.味わいを楽しんだらたばこスティックを取り出す（ここ大切）たばこスティックを取り出すには、キャップをスライドしてから、絶対にねじらずまっすぐに引き出してくださいね。使用方法を謝ると加熱ブレードが破損する原因となります。IQOSホルダーをチャージャーに戻して充電しましょう4分程度で充電完了2.4Plusでも2.4のホルダーの充電ができます。正しい使い方で、満足感のある味わいを維持してください,2018/7/8 22:09
514713600,M,47,26,7,2017/12/16 0:35,6,4本に1本くらいの割合でちゃんと吸えへんのあるけどなんなん？10割で吸えるスティック作れや。ちゃんと品質管理してんの？10割でなによりの作られへんのやったら安くしなさい。検討しなさい。,対応不要会話,2018/7/8 22:09,22,,,Product,0,3,IQOSの使い方、ですね？使い方はとっても簡単です。▼使い方1. IQOSホルダーを取り出し、たばこスティックを挿入（ここ大切）たばこスティックはねじらず、まっすぐ挿しましょう。使用方法を誤るとホルダーの加熱ブレードが破損する恐れがあります。2. IQOSホルダーのボタンを長押し。後は、加熱して味わいを楽むだけ※最長で6分、または14回吸い込むまで利用できます。3.味わいを楽しんだらたばこスティックを取り出す（ここ大切）たばこスティックを取り出すには、キャップをスライドしてから、絶対にねじらずまっすぐに引き出してくださいね。使用方法を謝ると加熱ブレードが破損する原因となります。IQOSホルダーをチャージャーに戻して充電しましょう4分程度で充電完了2.4Plusでも2.4のホルダーの充電ができます。正しい使い方で、満足感のある味わいを維持してください,2018/7/8 22:09
514713600,M,47,26,7,2017/12/16 0:35,6,4本に1本くらいの割合でちゃんと吸えへんのあるけどなんなん？10割で吸えるスティック作れや。ちゃんと品質管理してんの？10割でなによりの作られへんのやったら安くしなさい。検討しなさい。,対応不要会話,2018/7/8 22:09,22,,,Product,0,3,IQOSの使い方、ですね？使い方はとっても簡単です。▼使い方1. IQOSホルダーを取り出し、たばこスティックを挿入（ここ大切）たばこスティックはねじらず、まっすぐ挿しましょう。使用方法を誤るとホルダーの加熱ブレードが破損する恐れがあります。2. IQOSホルダーのボタンを長押し。後は、加熱して味わいを楽むだけ※最長で6分、または14回吸い込むまで利用できます。3.味わいを楽しんだらたばこスティックを取り出す（ここ大切）たばこスティックを取り出すには、キャップをスライドしてから、絶対にねじらずまっすぐに引き出してくださいね。使用方法を謝ると加熱ブレードが破損する原因となります。IQOSホルダーをチャージャーに戻して充電しましょう4分程度で充電完了2.4Plusでも2.4のホルダーの充電ができます。正しい使い方で、満足感のある味わいを維持してください,2018/7/8 22:09
514713600,M,47,26,7,2017/12/16 0:35,6,4本に1本くらいの割合でちゃんと吸えへんのあるけどなんなん？10割で吸えるスティック作れや。ちゃんと品質管理してんの？10割でなによりの作られへんのやったら安くしなさい。検討しなさい。,対応不要会話,2018/7/8 22:09,22,,,Product,0,3,IQOSの使い方、ですね？使い方はとっても簡単です。▼使い方1. IQOSホルダーを取り出し、たばこスティックを挿入（ここ大切）たばこスティックはねじらず、まっすぐ挿しましょう。使用方法を誤るとホルダーの加熱ブレードが破損する恐れがあります。2. IQOSホルダーのボタンを長押し。後は、加熱して味わいを楽むだけ※最長で6分、または14回吸い込むまで利用できます。3.味わいを楽しんだらたばこスティックを取り出す（ここ大切）たばこスティックを取り出すには、キャップをスライドしてから、絶対にねじらずまっすぐに引き出してくださいね。使用方法を謝ると加熱ブレードが破損する原因となります。IQOSホルダーをチャージャーに戻して充電しましょう4分程度で充電完了2.4Plusでも2.4のホルダーの充電ができます。正しい使い方で、満足感のある味わいを維持してください,2018/7/8 22:09
514713600,M,47,26,7,2017/12/16 0:35,6,4本に1本くらいの割合でちゃんと吸えへんのあるけどなんなん？10割で吸えるスティック作れや。ちゃんと品質管理してんの？10割でなによりの作られへんのやったら安くしなさい。検討しなさい。,対応不要会話,2018/7/8 22:09,22,,,Product,0,3,IQOSの使い方、ですね？使い方はとっても簡単です。▼使い方1. IQOSホルダーを取り出し、たばこスティックを挿入（ここ大切）たばこスティックはねじらず、まっすぐ挿しましょう。使用方法を誤るとホルダーの加熱ブレードが破損する恐れがあります。2. IQOSホルダーのボタンを長押し。後は、加熱して味わいを楽むだけ※最長で6分、または14回吸い込むまで利用できます。3.味わいを楽しんだらたばこスティックを取り出す（ここ大切）たばこスティックを取り出すには、キャップをスライドしてから、絶対にねじらずまっすぐに引き出してくださいね。使用方法を謝ると加熱ブレードが破損する原因となります。IQOSホルダーをチャージャーに戻して充電しましょう4分程度で充電完了2.4Plusでも2.4のホルダーの充電ができます。正しい使い方で、満足感のある味わいを維持してください,2018/7/8 22:09
514713600,M,47,26,7,2017/12/16 0:35,6,4本に1本くらいの割合でちゃんと吸えへんのあるけどなんなん？10割で吸えるスティック作れや。ちゃんと品質管理してんの？10割でなによりの作られへんのやったら安くしなさい。検討しなさい。,対応不要会話,2018/7/8 22:10,22,,,Product,0,3,IQOSの使い方、ですね？使い方はとっても簡単です。▼使い方1. IQOSホルダーを取り出し、たばこスティックを挿入（ここ大切）たばこスティックはねじらず、まっすぐ挿しましょう。使用方法を誤るとホルダーの加熱ブレードが破損する恐れがあります。2. IQOSホルダーのボタンを長押し。後は、加熱して味わいを楽むだけ※最長で6分、または14回吸い込むまで利用できます。3.味わいを楽しんだらたばこスティックを取り出す（ここ大切）たばこスティックを取り出すには、キャップをスライドしてから、絶対にねじらずまっすぐに引き出してくださいね。使用方法を謝ると加熱ブレードが破損する原因となります。IQOSホルダーをチャージャーに戻して充電しましょう4分程度で充電完了2.4Plusでも2.4のホルダーの充電ができます。正しい使い方で、満足感のある味わいを維持してください,2018/7/8 22:10
513635897,M,23,3,10,2017/9/10 22:27,6,1度しか吸えない,NG,2018/7/5 22:09,22,,,Product,0,3,IQOSの使い方、ですね？使い方はとっても簡単です。▼使い方1. IQOSホルダーを取り出し、たばこスティックを挿入（ここ大切）たばこスティックはねじらず、まっすぐ挿しましょう。使用方法を誤るとホルダーの加熱ブレードが破損する恐れがあります。2. IQOSホルダーのボタンを長押し。後は、加熱して味わいを楽むだけ※最長で6分、または14回吸い込むまで利用できます。3.味わいを楽しんだらたばこスティックを取り出す（ここ大切）たばこスティックを取り出すには、キャップをスライドしてから、絶対にねじらずまっすぐに引き出してくださいね。使用方法を謝ると加熱ブレードが破損する原因となります。IQOSホルダーをチャージャーに戻して充電しましょう4分程度で充電完了2.4Plusでも2.4のホルダーの充電ができます。正しい使い方で、満足感のある味わいを維持してください,2018/7/5 22:09
13446125,M,30,7,18,2018/5/13 14:04,2,1時間ぐらいやってますが繋がりません。保証なのでスティック送ってください,対応不要会話,2018/7/8 22:30,22,,,Product,0,3,IQOSの使い方、ですね？使い方はとっても簡単です。▼使い方1. IQOSホルダーを取り出し、たばこスティックを挿入（ここ大切）たばこスティックはねじらず、まっすぐ挿しましょう。使用方法を誤るとホルダーの加熱ブレードが破損する恐れがあります。2. IQOSホルダーのボタンを長押し。後は、加熱して味わいを楽むだけ※最長で6分、または14回吸い込むまで利用できます。3.味わいを楽しんだらたばこスティックを取り出す（ここ大切）たばこスティックを取り出すには、キャップをスライドしてから、絶対にねじらずまっすぐに引き出してくださいね。使用方法を謝ると加熱ブレードが破損する原因となります。IQOSホルダーをチャージャーに戻して充電しましょう4分程度で充電完了2.4Plusでも2.4のホルダーの充電ができます。正しい使い方で、満足感のある味わいを維持してください,2018/7/8 22:30
514713600,M,47,26,7,2017/12/16 0:35,6,10割吸えるスティック作れや,対応不要会話,2018/7/8 22:10,22,,,Product,0,3,IQOSの使い方、ですね？使い方はとっても簡単です。▼使い方1. IQOSホルダーを取り出し、たばこスティックを挿入（ここ大切）たばこスティックはねじらず、まっすぐ挿しましょう。使用方法を誤るとホルダーの加熱ブレードが破損する恐れがあります。2. IQOSホルダーのボタンを長押し。後は、加熱して味わいを楽むだけ※最長で6分、または14回吸い込むまで利用できます。3.味わいを楽しんだらたばこスティックを取り出す（ここ大切）たばこスティックを取り出すには、キャップをスライドしてから、絶対にねじらずまっすぐに引き出してくださいね。使用方法を謝ると加熱ブレードが破損する原因となります。IQOSホルダーをチャージャーに戻して充電しましょう4分程度で充電完了2.4Plusでも2.4のホルダーの充電ができます。正しい使い方で、満足感のある味わいを維持してください,2018/7/8 22:10
4711160,M,45,4,35,2017/6/12 20:40,6,面倒やり取り,対応不要会話,2018/7/5 21:24,21,,,Product,0,2,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/5 21:24
510548789,F,25,2,15,2018/6/24 21:25,1,届いたのが違う内容の場合どうすればいいですか？,対応不要会話,2018/7/5 18:01,18,1,,Product,0,2,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪,2018/7/5 18:01
516006235,M,21,1,1,2018/6/12 0:29,1,掃除方法,OK,2018/7/7 1:48,1,,,Product,0,2,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/7 1:48
515184499,F,43,1,5,2018/2/21 20:15,5,掃除をしてると、金具とれた,NG,2018/7/8 8:42,8,,,Product,0,2,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/8 8:42
516094282,F,46,1,1,2018/7/4 10:31,1,掃除の方法,OK,2018/7/6 15:35,15,,,Product,0,2,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 15:35
516102108,F,29,1,1,2018/7/6 4:52,1,掃除の仕方,OK,2018/7/6 14:24,14,,,Product,0,2,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 14:24
515124342,M,20,1,5,2018/7/5 22:29,1,掃除の仕方,OK,2018/7/7 20:42,20,,,Product,0,2,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/7 20:42
516098393,M,30,1,1,2018/7/5 11:49,1,掃除,OK,2018/7/6 10:14,10,,,Product,0,2,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 10:14
513923079,M,44,9,10,2017/10/1 16:56,6,実感してない,対応不要会話,2018/7/7 14:05,14,1,,Product,0,2,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪,2018/7/7 14:05
516100340,F,26,7,1,2018/7/5 22:59,1,自動清掃って？,OK,2018/7/6 0:34,0,,,Product,0,2,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 0:34
516100340,F,26,7,1,2018/7/5 22:59,1,自動クリーニングとは？,OK,2018/7/6 0:35,0,,,Product,0,2,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 0:35
516015696,F,57,15,1,2018/6/14 21:13,1,残り香が臭いなら普通にタバコ吸った方がマシですね！,対応不要会話,2018/7/5 19:14,19,,,Product,0,2,IQOS専用のたばこスティックに関して、ですねIQOSでは、9つの幅広いラインナップからお好みの味わいを楽しむことができます爽快メンソールのイエローメンソールが新登場！もしまだ好みの味わいが見つからないなら、IQOSのたばこスティックだと「メンソールやミントが好き」というIQOSユーザーも多いようです合わないと諦める前に、他の味を試してみるのもいいかもしれません※本広告に記載されている製品名の「SMOOTH」並びに本製品の性質・状態を表す「スムース」の表現は、本製品の健康に及ぼす悪影響が他製品と比べて小さいことを意味するものではありません。,2018/7/5 19:14
514552924,F,49,3,8,2017/11/25 18:11,6,それはある、回して中を掃除するブラシが汚れてきた、どうやって綺麗にする？,対応不要会話,2018/7/5 7:49,7,,,Product,0,2,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/5 7:49
516094518,M,54,1,1,2018/7/4 12:36,1,クリーニング,OK,2018/7/6 12:34,12,,,Product,0,2,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 12:34
4730293,M,25,18,35,2018/1/30 14:59,6,クリーニング,インナーテスト,2018/7/6 13:40,13,,,Product,0,2,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/6 13:40
514634787,F,41,2,8,2018/5/4 11:09,3,きちんとクリーニングしているのに、ヒートスティックが刺さりにくい時と刺さりやすい時があるが、刺さりにくい時の解決策は？,対応不要会話,2018/7/8 11:30,11,,,Product,0,2,IQOS専用のたばこスティックに関して、ですねIQOSでは、9つの幅広いラインナップからお好みの味わいを楽しむことができます爽快メンソールのイエローメンソールが新登場！もしまだ好みの味わいが見つからないなら、IQOSのたばこスティックだと「メンソールやミントが好き」というIQOSユーザーも多いようです合わないと諦める前に、他の味を試してみるのもいいかもしれません※本広告に記載されている製品名の「SMOOTH」並びに本製品の性質・状態を表す「スムース」の表現は、本製品の健康に及ぼす悪影響が他製品と比べて小さいことを意味するものではありません。,2018/7/8 11:30
3487185,M,46,4,136,2018/6/28 13:24,1,お手入れの方法,OK,2018/7/7 16:14,16,,,Product,0,2,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/7 16:14
10047934,F,35,6,24,2017/6/10 23:00,6,あめがひどい,対応不要会話,2018/7/6 15:49,15,1,,Product,0,2,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪,2018/7/6 15:49
4472218,F,45,1,36,2016/12/13 21:04,6,アイコスクリーニング,OK,2018/7/5 15:55,15,,,Product,0,2,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/5 15:55
4980933,M,47,2,32,2018/7/5 23:22,1,IQOSは部屋の壁が汚れないの？,対応不要会話,2018/7/8 22:18,22,,,Product,0,2,IQOSのクリーニングについて、ですね？クリーニング方法については、「IQOSをもっと楽しむ」＞「もっと知る」＞「クリーニング」より、ご確認ください定期的に正しい方法でクリーニングすると、満足感のある味わいが楽しめるので、ぜひ試してください。※故障の原因になりますので、取り外したIQOSキャップ以外は水洗いはしないでくださいクリーニング用の、IQOSクリーニングスティックも、IQOSオンラインストア・IQOSストア・主要コンビニエンスストアでもご購入可能です♪一箱終えたら、１回クリーニングすることが上質な味わいをいつまでも楽しめるコツです,2018/7/8 22:18
508585510,F,47,3,17,2017/6/9 14:42,6,味です。メンソールなのに、フレーバーの様な味なんです。,対応不要会話,2018/7/6 14:15,14,,,Product,0,1,ミント・パープル・イエローなど、メンソールはバラエティ豊かな味わいが人気です・メンソール・ミント・パープルメンソールイエローメンソールIQOSのたばこスティックは、ただのたばこではありません。最高品質のたばこ葉の味わいを最大に引き出すための温度と伝導率を考慮して圧縮していますIQOSで是非お気に入りの味わいを探してみてくださいね,2018/7/6 14:15
9816319,F,48,3,24,2017/6/18 19:36,6,味,OK,2018/7/6 22:22,22,,,Product,0,1,IQOS専用のたばこスティックに関して、ですねIQOSでは、9つの幅広いラインナップからお好みの味わいを楽しむことができます爽快メンソールのイエローメンソールが新登場！もしまだ好みの味わいが見つからないなら、IQOSのたばこスティックだと「メンソールやミントが好き」というIQOSユーザーも多いようです合わないと諦める前に、他の味を試してみるのもいいかもしれません※本広告に記載されている製品名の「SMOOTH」並びに本製品の性質・状態を表す「スムース」の表現は、本製品の健康に及ぼす悪影響が他製品と比べて小さいことを意味するものではありません。,2018/7/6 22:22
512893691,M,26,4,12,2018/7/8 15:20,1,白のチャージャーにネイビーのヒートスティックは使える？,対応不要会話,2018/7/8 15:26,15,,,Product,0,1,IQOS専用のたばこスティックに関して、ですねIQOSでは、9つの幅広いラインナップからお好みの味わいを楽しむことができます爽快メンソールのイエローメンソールが新登場！もしまだ好みの味わいが見つからないなら、IQOSのたばこスティックだと「メンソールやミントが好き」というIQOSユーザーも多いようです合わないと諦める前に、他の味を試してみるのもいいかもしれません※本広告に記載されている製品名の「SMOOTH」並びに本製品の性質・状態を表す「スムース」の表現は、本製品の健康に及ぼす悪影響が他製品と比べて小さいことを意味するものではありません。,2018/7/8 15:26
516100346,M,45,1,1,2018/7/7 13:07,1,人気のフレーバーは？,OK,2018/7/7 20:22,20,,,Product,0,1,IQOS専用のたばこスティックに関して、ですねIQOSでは、9つの幅広いラインナップからお好みの味わいを楽しむことができます爽快メンソールのイエローメンソールが新登場！もしまだ好みの味わいが見つからないなら、IQOSのたばこスティックだと「メンソールやミントが好き」というIQOSユーザーも多いようです合わないと諦める前に、他の味を試してみるのもいいかもしれません※本広告に記載されている製品名の「SMOOTH」並びに本製品の性質・状態を表す「スムース」の表現は、本製品の健康に及ぼす悪影響が他製品と比べて小さいことを意味するものではありません。,2018/7/7 20:22
10272980,M,41,3,23,2017/6/20 12:00,6,新フレーバーはいつ買える？,対応不要会話,2018/7/6 18:58,18,,,Product,0,1,IQOS専用のたばこスティックの新フレーバーについて、ですね？IQOSでは、爽快な味わいのイエローメンソールが新登場！是非新たな味わいをお試しください,2018/7/6 18:58
515273271,F,23,4,5,2018/6/1 17:41,2,新しいレギュラー,OK,2018/7/6 0:18,0,,,Product,0,1,大人気のレギュラーには、5つの味わいがあります・レギュラー・バランスド レギュラー・スムース レギュラー・ブラウンのレギュラー（ブレンド26）・オレンジのレギュラー（ブレンド05）IQOSのたばこスティックは、ただのたばこではありません。最高品質のたばこ葉の味わいを最大に引き出すための温度と伝導率を考慮して圧縮していますブラウン及びオレンジのレギュラーに関しては、全国のIQOSストア、IQOSオンラインショップにて購入可能です♪是非お気に入りの味わいを探してみてくださいね,2018/7/6 0:18
513646527,F,39,2,10,2017/9/12 1:01,6,新しいフレーバー,OK,2018/7/6 18:35,18,,,Product,0,1,IQOS専用のたばこスティックに関して、ですねIQOSでは、9つの幅広いラインナップからお好みの味わいを楽しむことができます爽快メンソールのイエローメンソールが新登場！もしまだ好みの味わいが見つからないなら、IQOSのたばこスティックだと「メンソールやミントが好き」というIQOSユーザーも多いようです合わないと諦める前に、他の味を試してみるのもいいかもしれません※本広告に記載されている製品名の「SMOOTH」並びに本製品の性質・状態を表す「スムース」の表現は、本製品の健康に及ぼす悪影響が他製品と比べて小さいことを意味するものではありません。,2018/7/6 18:35
4745352,F,43,23,35,2018/7/1 13:08,1,新しいフレーバー,OK,2018/7/8 18:57,18,,,Product,0,1,IQOS専用のたばこスティックに関して、ですねIQOSでは、9つの幅広いラインナップからお好みの味わいを楽しむことができます爽快メンソールのイエローメンソールが新登場！もしまだ好みの味わいが見つからないなら、IQOSのたばこスティックだと「メンソールやミントが好き」というIQOSユーザーも多いようです合わないと諦める前に、他の味を試してみるのもいいかもしれません※本広告に記載されている製品名の「SMOOTH」並びに本製品の性質・状態を表す「スムース」の表現は、本製品の健康に及ぼす悪影響が他製品と比べて小さいことを意味するものではありません。,2018/7/8 18:57
514618953,M,53,2,8,2017/12/5 8:25,6,種類は？,OK,2018/7/6 10:09,10,,,Product,0,1,IQOS専用のたばこスティックに関して、ですねIQOSでは、9つの幅広いラインナップからお好みの味わいを楽しむことができます爽快メンソールのイエローメンソールが新登場！もしまだ好みの味わいが見つからないなら、IQOSのたばこスティックだと「メンソールやミントが好き」というIQOSユーザーも多いようです合わないと諦める前に、他の味を試してみるのもいいかもしれません※本広告に記載されている製品名の「SMOOTH」並びに本製品の性質・状態を表す「スムース」の表現は、本製品の健康に及ぼす悪影響が他製品と比べて小さいことを意味するものではありません。,2018/7/6 10:09
